unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
unassigned 0 0.000000
shredder 23 2.000000
